title,genre
Top Spin 4,sports traditional individual tennis tennis
Sprint Vector,racing arcade other
Battlefield 3,action shooter shooter firstperson modern tactical modern arcade
UFC Undisputed 2010,action sports fighting fighting individual wrestling combat wrestling
Monster Hunter Tri,roleplaying action rpg action rpg
Puzzle Quest: Challenge of the Warlords,miscellaneous puzzle puzzle puzzle matching matching
Toki Tori 2 +,puzzle action
Steins;Gate 0,adventure visual novel
Assassin's Creed III,action adventure historic historic openworld
Deus Ex: Invisible War,action adventure scifi
Return to Castle Wolfenstein: Tides of War,action shooter firstperson historic
Hitman 2: Silent Assassin,action adventure modern
Heroes of Might and Magic IV,strategy turnbased fantasy general fantasy
Knockout Kings 2001,sports traditional boxing
Command & Conquer: Red Alert 2,strategy realtime scifi scifi command
Shogun: Total War,strategy turnbased realtime historic historic general historic
Bayonetta,action adventure linear
Outland,action platformer platformer 3d 2d
Rayman Legends: Definitive Edition,action platformer 2d
Shin Megami Tensei: Devil Survivor 2 Record Breaker,roleplaying general strategy turnbased tactics
Gears of War 4,scifi action shooter thirdperson arcade
Mass Effect 3: Citadel,roleplaying action rpg action rpg
Halo 5: Guardians,shooter scifi scifi action shooter firstperson arcade
DiRT,driving racing simulation rally  offroad rally  offroad automobile
Darkest Dungeon,roleplaying general
F1 2017,racing simulation automobile
Super Street Fighter IV: Arcade Edition,action fighting fighting 3d 2d 3d
NBA 2K7,sports traditional team basketball sim sim
TOCA Race Driver 3,driving general
NBA 2K6,sports traditional basketball sim
Day of the Tentacle Remastered,adventure pointandclick
Football Manager 2012,sports traditional team football soccer management management
The Elder Scrolls V: Skyrim,roleplaying westernstyle
ZEN Pinball 2: South Park: Super-Sweet Pinball,action miscellaneous parlor pinball
Trine 2: Director's Cut,action platformer platformer 2d 2d
Devil May Cry 4,action action adventure shooter fantasy general fantasy linear thirdperson fantasy
The Incredible Hulk: Ultimate Destruction,action adventure scifi
Guitar Hero: Metallica,action miscellaneous rhythm music music
Guild Wars Factions,roleplaying general general massively multiplayer
Guacamelee!,action platformer platformer 2d 2d
Gorogoa,puzzle general
No More Heroes 2: Desperate Struggle,action beatemup beatemup 3d
LEGO Star Wars II: The Original Trilogy,action adventure scifi
Battle Chasers: Nightwar,roleplaying action rpg japanesestyle
NBA 2K14,sports traditional team basketball sim sim
Sid Meier's Civilization Revolution,strategy turnbased historic general historic
80 Days (2015),adventure visual novel
Spore,strategy breedingconstructing general breedingconstructing
Unity of Command,strategy turnbased historic general
NBA Live 2005,sports traditional basketball sim
Colin McRae Rally 04,driving racing rally  offroad
Skies of Arcadia Legends,roleplaying consolestyle rpg
MotoGP,driving racing motorcycle street
Fear Effect 2: Retro Helix,action adventure horror
Sega GT,driving racing gt  street
Midnight Club 3: DUB Edition,driving racing gt  street
Hearthstone: The Grand Tournament,strategy turnbased card battle
Marvel vs. Capcom 3: Fate of Two Worlds,action fighting fighting 2d 2d
Metro Redux,action miscellaneous shooter compilation firstperson scifi
"Time Gentlemen, Please!",adventure general general pointandclick
The Walking Dead: Episode 2 - Starved for Help,miscellaneous adventure general compilation pointandclick
Total War: WARHAMMER II - Rise of the Tomb Kings,strategy realtime tactics
Grim Fandango Remastered,adventure general 3d thirdperson fantasy
Deus Ex: Mankind Divided,action adventure general
Need for Speed: Most Wanted - A Criterion Game,driving racing simulation gt  street gt  street automobile
Frozen Synapse Prime,general strategy turnbased scifi modern tactics
Resident Evil 4 HD,action adventure horror horror survival
Killzone 3,action shooter shooter firstperson scifi scifi arcade
Guacamelee! 2,action platformer 2d
F1 2012,driving racing simulation formula one formula one automobile
Stacking,miscellaneous puzzle action puzzle puzzle action
Thumper,action rhythm music
Battlefield 1943,action shooter shooter firstperson historic historic arcade
F1 2011,driving racing simulation formula one formula one automobile
Devil May Cry 3: Dante's Awakening,action adventure fantasy
Axiom Verge,scifi action adventure general
Professor Layton and the Diabolical Box,miscellaneous puzzle puzzle general puzzle general
Dishonored: Death of the Outsider,action adventure general
Enter The Gungeon,action general
The Banner Saga 2,strategy turnbased tactics
Europa Universalis IV: Wealth of Nations,strategy realtime general historic
BioShock Infinite: Burial at Sea - Episode Two,action shooter shooter firstperson scifi scifi arcade
Mass Effect 3: Citadel,roleplaying action rpg action rpg
NBA 2K9,sports traditional team basketball sim sim
Red Faction II,action shooter firstperson scifi
Disciples II: Dark Prophecy,strategy turnbased fantasy general fantasy
Silent Hill 2: Restless Dreams,action adventure horror
Tony Hawk's Pro Skater 2,sports alternative skateboarding
Fight Night Round 3,sports traditional boxing
Just Cause 2,action adventure modern modern openworld
Nex Machina: Death Machine,action shooter shootemup topdown
Mortal Kombat,action fighting fighting 2d 2d
Polybius,action shooter rail
Crysis Warhead,action shooter shooter firstperson scifi scifi arcade
Devil May Cry 4,action action adventure fantasy beatemup general fantasy linear
Need for Speed: Most Wanted - A Criterion Game,driving racing simulation gt  street gt  street automobile
Uncharted: The Lost Legacy,action general
Tom Clancy's Rainbow Six 3: Black Arrow,action shooter firstperson tactical modern
Assassin's Creed IV: Black Flag,action adventure historic historic openworld
F1 2018,racing simulation automobile
NBA 2K6,sports traditional basketball sim
Hyper Light Drifter,roleplaying action rpg
Enter the Gungeon,action general
Worms 2: Armageddon,strategy turnbased wargame turnbased fantasy artillery
Skate 2,sports alternative individual skateboarding skateboarding skate  skateboard
Detention,adventure general
Hitman - Episode 2: Sapienza,action adventure general
ZEN Pinball 2: Aliens Vs. Pinball,action pinball
Child of Light,action roleplaying general general general
Bit.Trip Complete,miscellaneous compilation compilation
Classic NES Series: Super Mario Bros.,action platformer 2d
NBA Live 2004,sports traditional basketball sim
Age of Mythology: The Titans,strategy realtime fantasy general fantasy
SimCity 4,strategy city building management modern modern government
Sega Soccer Slam,sports traditional soccer arcade
Splashdown,driving racing snow  water
Spider-Man: Mysterio's Menace,action general
Super Mario Advance,action platformer 2d
Microsoft Train Simulator,simulation train vehicle train
San Francisco Rush 2049,driving racing futuristic
WipeOut 64,driving racing futuristic
Dead or Alive,action fighting 3d
The Incredible Hulk: Ultimate Destruction,action adventure scifi
Split/Second,driving racing general general arcade automobile
Lone Survivor: The Director's Cut,action adventure horror horror survival
The Lord of the Rings: The Return of the King,action beatemup
"Snipperclips Plus: Cut It Out, Together!",puzzle general
The Walking Dead: Episode 1 - A New Day,action miscellaneous adventure general compilation pointandclick
Hatsune Miku: Project Diva Future Tone - Colorful Tone,action rhythm music
Hatsune Miku: Project Diva Future Tone - Future Sound,action rhythm music
Dark Void Zero,action platformer platformer 2d 2d
Etrian Odyssey IV: Legends of the Titan,roleplaying firstperson firstperson general westernstyle
Final Fantasy IX,roleplaying japanesestyle
DJ Hero,action miscellaneous rhythm music music
Frostpunk,action adventure survival
Rise of Nations: Rise of Legends,strategy realtime fantasy general fantasy
Bulletstorm,general action shooter shooter firstperson scifi scifi arcade
Tony Hawk's American Sk8land,sports alternative individual skateboarding skateboarding skate  skateboard
TOCA Race Driver 3,driving racing simulation general general gt  street automobile
FRU,miscellaneous puzzle action
FTL: Faster Than Light,simulation scifi space small spaceship small spaceship combat
Madden NFL 07,sports traditional football sim
Fallout: New Vegas,roleplaying action rpg firstperson firstperson westernstyle
Dragon Quest V: Hand of the Heavenly Bride,roleplaying consolestyle rpg consolestyle rpg japanesestyle
FIFA Soccer 09,sports traditional team soccer sim sim
Xenoblade Chronicles X,action rpg roleplaying action rpg
Ace Combat 5: The Unsung War,simulation flight modern jet
X-Men Legends II: Rise of Apocalypse,roleplaying action rpg
Resogun,shooter scrolling action shooter scrolling shootemup horizontal
SOMA,horror horror action adventure survival
DEFCON: Everybody Dies,strategy realtime scifi scifi general
Pinball FX 2: Marvel Pinball - Vengeance and Virtue,pinball action miscellaneous parlor pinball
James Bond 007: Everything or Nothing,action shooter thirdperson modern
NASCAR: Dirt to Daytona,driving racing stock car
NASCAR Thunder 2003,driving racing stock car
Puyo Pop,miscellaneous puzzle matching
Rayman Advance,action platformer 2d
Need for Speed: Shift,driving racing simulation gt  street gt  street automobile
Saints Row: The Third,action adventure modern modern openworld
Gran Turismo 5,driving racing simulation gt  street gt  street automobile
Thimbleweed Park,adventure pointandclick
Tron 2.0,action action adventure shooter general shooter firstperson scifi scifi arcade
Metro Redux,action miscellaneous shooter compilation firstperson scifi
The Warriors,action beatemup
Skate 2,sports alternative individual skateboarding skateboarding skate  skateboard
NieR: Automata,roleplaying action rpg
The Walking Dead: Episode 2 - Starved for Help,miscellaneous adventure general compilation pointandclick
X-Men Legends II: Rise of Apocalypse,roleplaying action rpg action rpg
Brothers in Arms: Earned in Blood,action shooter shooter firstperson historic historic arcade
Lego Star Wars II: The Original Trilogy,action adventure scifi
Lego Star Wars II: The Original Trilogy,action adventure scifi
Pokemon Ultra Moon,roleplaying trainer
F1 2018,racing simulation automobile
Moonlighter,roleplaying action rpg
Lara Croft and the Guardian of Light,action adventure adventure general general
Darksiders II,action adventure modern fantasy fantasy openworld
Borderlands,action shooter shooter firstperson scifi scifi arcade
Indigo Prophecy,adventure thirdperson modern
Nioh: Complete Edition,roleplaying action rpg
Half-Minute Hero,roleplaying general general
ICEY,action platformer 2d
Madden NFL 11,sports traditional team football sim sim
Grim Fandango Remastered,adventure 3d thirdperson fantasy
Mutant Mudds Deluxe,action platformer platformer 2d 2d
Psi-Ops: The Mindgate Conspiracy,action shooter thirdperson scifi
Thimbleweed Park,adventure pointandclick
The Lord of the Rings: The Battle for Middle-Earth II,strategy realtime fantasy general fantasy
Assault Android Cactus,action shooter shootemup topdown
Tom Clancy's Splinter Cell Double Agent,action adventure modern
Def Jam: Fight for NY,action fighting wrestling
Classic NES Series: The Legend of Zelda,roleplaying action rpg
Battlefield Vietnam,action shooter shooter firstperson historic historic arcade
Medieval: Total War - Viking Invasion,strategy realtime historic general historic
NBA 2K3,sports traditional basketball sim
Dance Dance Revolution Konamix,miscellaneous rhythm dancing
Street Fighter III: 3rd Strike,action fighting 2d
Fallout 4,general roleplaying westernstyle
Tom Clancy's Ghost Recon 2 Summit Strike,action shooter firstperson tactical modern
Guild Wars Nightfall,roleplaying general general massively multiplayer
Lara Croft GO,strategy turnbased general
Disgaea 2: Cursed Memories,strategy turnbased fantasy
Oddworld: Abe's Oddysee - New 'n' Tasty,platformer 2d action platformer 2d
The Messenger,action platformer 2d
