title,genre,platform
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,roleplaying roguelike,PlayStationVita
Halfbrick Echoes,action general general,PSP
Race the Sun,action racing general general arcade futuristic,PC
MotorStorm Arctic Edge,driving racing simulation rally  offroad rally  offroad automobile,PSP
Firewall Zero Hour,action shooter firstperson tactical,PlayStation 4
Hitman - Episode 3: Marrakesh,action adventure general,PC
The Sims 3: Pets,simulation miscellaneous virtual life virtual virtual life,PC
Pac-Man 256,action general arcade,PlayStation 4
MTX Mototrax,driving racing motorcycle motocross,Xbox
Prototype,action adventure scifi scifi openworld,PC
Alienation,scifi action shooter thirdperson arcade,PlayStation 4
Steredenn: Binary Stars,action shooter shootemup horizontal,Switch
Zwei: The Ilvard Insurrection,roleplaying action rpg,PC
Torment: Tides of Numenera,general roleplaying westernstyle,XboxOne
Hand of Fate,roleplaying miscellaneous general board  card game,PlayStation 4
Stick it to the Man!,action platformer 3d,PC
Street Fighter X Tekken,action fighting fighting 3d 2d 3d,PC
Assault Heroes,action shooter shooter scrolling scrolling shootemup vertical,Xbox 360
Guilty Gear X,action fighting 2d,PlayStation 2
Perfect Dark,action shooter shooter firstperson scifi scifi arcade,Xbox 360
Frozen Cortex,general sports team futuristic,PC
Burnout Paradise Remastered,racing arcade automobile,XboxOne
Tacoma,adventure general,XboxOne
Sphinx and the Cursed Mummy,action adventure fantasy,GameCube
Gears of War: Judgment,action shooter shooter thirdperson scifi scifi arcade,Xbox 360
Halo Wars 2,strategy realtime general,XboxOne
Anarcute,action general,PC
Pool Nation,sports miscellaneous parlor individual billiards billiards,Xbox 360
Free Realms,roleplaying massively multiplayer online massively multiplayer fantasy fantasy,PC
Homeworld: Deserts of Kharak,strategy realtime command,PC
L.A. Noire,adventure 3d thirdperson,Switch
Don't Starve,action adventure fantasy general fantasy sandbox,PC
Bleed 2,action platformer 2d,PlayStation 4
Hue,puzzle action,PC
Assault Android Cactus,general general scrolling action shooter shootemup topdown,PC
Chessmaster,miscellaneous board games,Xbox
All-Star Baseball 2003,sports traditional baseball sim,Xbox
Trainz,strategy tycoon management tycoon business  tycoon,PC
NHL Hitz 20-02,sports traditional ice hockey arcade,Xbox
Super Dodge Ball Advance,sports alternative other,GameBoyAdvance
Super Smash Bros.,action fighting 3d,Nintendo 64
Atelier Escha & Logy: Alchemists of the Dusk Sky,general roleplaying general japanesestyle,PlayStation 3
Pro Evolution Soccer 2015,action general sports traditional team soccer sim,XboxOne
The Lord of the Rings: The Two Towers,action beatemup,Xbox
Tiger Woods PGA Tour 11,sports traditional individual golf sim sim,Xbox 360
Twisted Metal: Head-On,simulation driving car combat car combat vehicle combat,PSP
Geometry Wars: Galaxies,action shooter shooter static thirdperson static shootemup scifi topdown,DS
Captain Toad: Treasure Tracker,action platformer 3d,3DS
Heat Signature,action general,PC
Wonder Boy: The Dragon's Trap,action adventure general,Switch
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay,adventure general 3d fantasy thirdperson fantasy,Wii
FIFA Soccer 08,sports traditional team soccer sim sim,PSP
Sonic Advance 3,action platformer 2d,GameBoyAdvance
Chivalry: Medieval Warfare,action strategy general general general,PC
de Blob 2,action platformer platformer 3d 3d,Wii
Wonder Boy: The Dragon's Trap,action adventure general,PlayStation 4
Overlord II,action adventure fantasy general fantasy,PC
Victor Vran: Overkill Edition,roleplaying action rpg,XboxOne
NHL 06,sports traditional ice hockey sim,Xbox
OutRun Online Arcade,driving racing arcade arcade automobile,Xbox 360
Band Hero,action miscellaneous rhythm music music,Wii
Hearthstone: Journey to Un'Goro,strategy turnbased card battle,PC
The Darkness II,action shooter shooter firstperson scifi scifi arcade,PlayStation 3
Scram Kitty and His Buddy on Rails,general action general,WiiU
F.E.A.R. 2: Project Origin,action shooter shooter firstperson modern modern arcade,PC
Lego Star Wars,action adventure scifi,GameCube
MLB Power Pros 2008,sports traditional team baseball arcade arcade,Wii
Major League Baseball 2K7,sports traditional team baseball sim sim,Xbox 360
World to the West,action adventure linear,XboxOne
Atelier Rorona Plus: The Alchemist of Arland,roleplaying general japanesestyle,PlayStationVita
Space Channel 5 Special Edition,miscellaneous rhythm dancing,PlayStation 2
Emergency Fire Response,action adventure modern general modern,PC
Downhill Domination,driving racing other,PlayStation 2
Lunar Legend,roleplaying consolestyle rpg,GameBoyAdvance
2002 FIFA World Cup,sports traditional soccer sim,Xbox
Breath of Fire,roleplaying consolestyle rpg,GameBoyAdvance
Sky Odyssey,simulation flight wwii,PlayStation 2
Mario Party,miscellaneous party,Nintendo 64
N+,action platformer platformer 2d 2d,PSP
Spider-Man 3,action action adventure platformer general platformer 3d 3d,DS
Silent Hill: Shattered Memories,action adventure horror horror survival,Wii
Marble Blast Ultra,action platformer platformer 3d 3d,Xbox 360
echochrome ii,miscellaneous puzzle action puzzle general puzzle general,PlayStation 3
The Metronomicon,action rhythm music,PC
Pro Evolution Soccer 2011,sports traditional team soccer sim sim,Xbox 360
The Book of Unwritten Tales 2,adventure general pointandclick,XboxOne
Tom Clancy's Rainbow Six Siege,modern action shooter firstperson tactical,PC
The Settlers 7: Paths to a Kingdom,strategy city building management historic historic government,PC
RollerCoaster Tycoon 3: Soaked!,strategy tycoon management tycoon business  tycoon,PC
BlazBlue: Cross Tag Battle,action fighting 2d,Switch
Rune Factory Frontier,roleplaying general general,Wii
Mantis Burn Racing,racing arcade automobile,XboxOne
Mighty Switch Force!,action platformer platformer 2d 2d,3DS
EVERSPACE,action general action adventure openworld,PC
Dark Souls II: Crown of the Old Iron King,roleplaying action rpg,PC
TrackMania 2 Valley,driving racing arcade arcade automobile,PC
Wolfenstein II: The New Colossus,action shooter firstperson arcade,Switch
State of Decay,action adventure horror horror survival,PC
Rock Band 3,action miscellaneous rhythm music music,DS
High Hell,action shooter firstperson arcade,PC
EA Sports UFC 2,sports general individual combat boxing  martial arts,PlayStation 4
F1 2013,driving racing simulation formula one formula one automobile,Xbox 360
LEGO Harry Potter: Years 1-4,action adventure adventure general fantasy general fantasy,PC
Mirror's Edge,action action adventure shooter modern general modern firstperson modern,PlayStation 3
Sid Meier's Civilization VI: Rise and Fall,strategy turnbased 4x,PC
Blue Dragon,roleplaying consolestyle rpg consolestyle rpg japanesestyle,Xbox 360
Final Fight: Double Impact,action miscellaneous beatemup compilation,PlayStation 3
Tacoma,adventure general,PlayStation 4
Far Cry 5,action shooter firstperson arcade,PC
Call of Duty: WWII,action shooter firstperson arcade,PlayStation 4
Monster Hunter Stories,roleplaying action rpg,3DS
Noitu Love: Devolution,action beatemup 2d,WiiU
Extreme Exorcism,action platformer 2d,WiiU
CastleStorm,strategy general general,PlayStationVita
Rift: Storm Legion,roleplaying massively multiplayer online massively multiplayer fantasy fantasy,PC
Wizorb,miscellaneous puzzle action general puzzle action,PSP
Tom Clancy's Ghost Recon: Future Soldier,action shooter shooter thirdperson tactical modern modern,PlayStation 3
Madden NFL 12,sports traditional team football sim sim,PlayStation 3
Crayon Physics Deluxe,miscellaneous puzzle puzzle general puzzle general,PC
Tony Hawk's Proving Ground,sports alternative individual skateboarding skateboarding skate  skateboard,DS
Nancy Drew: Legend of the Crystal Skull,adventure general general pointandclick,PC
Mario Strikers Charged,sports traditional team soccer arcade arcade,Wii
Mega Man Maverick Hunter X,action platformer platformer 2d 2d,PSP
EverQuest II: Desert of Flames,roleplaying massively multiplayer online massively multiplayer fantasy fantasy,PC
Madden NFL 2005,sports traditional football sim,GameBoyAdvance
SimCity 4: Rush Hour,strategy city building management modern modern government,PC
The Simpsons: Hit & Run,driving missionbased,GameCube
Tenchu: Wrath of Heaven,action adventure fantasy,PlayStation 2
Uncommon Valor: Campaign for the South Pacific,strategy wargame turnbased,PC
Deathrow,sports alternative futuristic,Xbox
Global Operations,action shooter shooter firstperson tactical modern,PC
Burnout,driving racing arcade,PlayStation 2
Mega Man Battle Network,roleplaying action rpg,GameBoyAdvance
StarLancer,simulation scifi small spaceship,Dreamcast
Shadow Warrior 2,action shooter firstperson arcade,PC
Dance Dance Revolution Ultramix 2,miscellaneous rhythm dancing,Xbox
Apotheon,platformer 2d platformer action beatemup 2d,PC
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,action adventure general pointandclick,XboxOne
Need for Speed: Most Wanted - A Criterion Game,driving racing simulation gt  street gt  street automobile,PC
Star Wars: Battlefront II,action shooter shooter firstperson scifi scifi arcade,PC
The Walking Dead: Season Two Episode 1 - All That Remains,general action adventure general pointandclick,PC
WWE SmackDown vs. Raw 2010,action sports fighting fighting individual wrestling combat wrestling,Wii
Roogoo,miscellaneous puzzle puzzle general general,Xbox 360
Golf Story,action adventure general,Switch
DG2: Defense Grid 2,strategy realtime general defense,XboxOne
The Journey Down: Chapter Two,adventure general,PC
Muramasa Rebirth,roleplaying action rpg action rpg,PlayStationVita
Star Trek: Elite Force II,action shooter shooter firstperson scifi scifi arcade,PC
Tiger Woods PGA Tour 11,sports traditional individual golf sim sim,PlayStation 3
Pinball FX3,action pinball,PlayStation 4
The Lion's Song,adventure general pointandclick,PC
This War of Mine: The Little Ones,strategy realtime general,XboxOne
Call of Juarez: Bound in Blood,action shooter shooter firstperson historic historic arcade,PlayStation 3
Zuma's Revenge!,miscellaneous puzzle action puzzle puzzle action,PC
Xanadu Next,roleplaying action rpg,PC
Obliteracers,racing arcade futuristic,PC
ZEN Pinball 2: Balls of Glory,action pinball,PlayStation 4
The Denpa Men: They Came By Wave,roleplaying general general,3DS
Traxxpad,action miscellaneous rhythm music music,PSP
Alien Hominid,action shooter scrolling,GameCube
Hasbro Family Game Night: Yahtzee,miscellaneous board games board  card game,Xbox 360
Tiger Woods PGA Tour,sports traditional individual golf sim sim,PSP
Broken Sword: Shadow of the Templars - The Director's Cut,adventure general general pointandclick,DS
Layers of Fear,adventure 3d firstperson,XboxOne
Crash Bandicoot N. Sane Trilogy,miscellaneous compilation,XboxOne
Baldur's Gate: Enhanced Edition,roleplaying pcstyle rpg pcstyle rpg westernstyle,PC
Disgaea 3: Absence of Justice,strategy turnbased fantasy fantasy tactics,PlayStation 3
Doom 3: Resurrection of Evil,action shooter shooter firstperson scifi scifi arcade,PC
LEGO Indiana Jones: The Original Adventures,action adventure adventure general general,PC
Yakuza 4,action adventure modern modern openworld,PlayStation 3
EVERSPACE,action adventure openworld,PlayStation 4
DeathSmiles,action shooter shootemup horizontal,PC
The Sims 3,simulation miscellaneous virtual life virtual virtual life,PlayStation 3
Wade Hixton's Counter Punch,sports traditional boxing,GameBoyAdvance
Baldur's Gate: Dark Alliance II,roleplaying action rpg,PlayStation 2
NASCAR Thunder 2004,driving racing simulation stock car stock car automobile,PC
Dave Mirra Freestyle BMX 3,sports alternative biking,GameBoyAdvance
Contra: Shattered Soldier,action shooter scrolling,PlayStation 2
Freekstyle,driving racing motorcycle motocross,GameCube
Dynasty Warriors 3,action beatemup,PlayStation 2
Shadow of Destiny,adventure thirdperson fantasy,PlayStation 2
Midnight Club: Street Racing,driving racing gt  street,PlayStation 2
Swing Away Golf,sports traditional golf arcade,PlayStation 2
Harvest Moon 64,strategy breedingconstructing,Nintendo 64
Sphinx and the Cursed Mummy,action adventure fantasy,PlayStation 2
Skylanders: Spyro's Adventure,action platformer platformer 3d 3d,Xbox 360
Detroit: Become Human,action adventure openworld adventure 3d thirdperson,PlayStation 4
NHL 17,sports team ice hockey sim,PlayStation 4
Madden NFL 12,sports traditional team football sim sim,Xbox 360
inFamous: Festival of Blood,action adventure scifi scifi openworld,PlayStation 3
A Way Out,action adventure general,PlayStation 4
The Sims 4: City Living,simulation virtual virtual life,PC
Rock Band Blitz,action miscellaneous rhythm music music,PlayStation 3
Lost Odyssey,roleplaying consolestyle rpg consolestyle rpg japanesestyle,Xbox 360
Rez,action shooter rail,PlayStation 2
Klonoa 2: Dream Champ Tournament,action general,GameBoyAdvance
BattleTech,strategy turnbased tactics,PC
Death Road to Canada,action general,PlayStation 4
Doki Doki Literature Club!,adventure visual novel,PC
Far Cry Instincts Evolution,action shooter firstperson modern,Xbox
Fallout 4 VR,roleplaying westernstyle,PC
Transformers: Fall of Cybertron,action general general shooter thirdperson arcade,PC
Gurumin: A Monstrous Adventure,roleplaying action rpg action rpg,PSP
Vanquish,action shooter thirdperson arcade,PC
Madden NFL 07,sports traditional team football sim sim,PSP
FIFA Soccer 06,sports traditional team soccer sim sim,PC
Yoshi's Woolly World,action adventure platformer 2d fantasy action platformer 2d,WiiU
Stellaris,strategy realtime general,PC
The House of the Dead: Overkill,action shooter shooter light gun light gun,Wii
Super Rude Bear Resurrection,action platformer 2d,PlayStation 4
Bomberman Land Touch!,miscellaneous puzzle action puzzle puzzle general action,DS
Big Bang Mini,action shooter shooter static static shootemup topdown,DS
SIREN: Blood Curse,action adventure horror horror survival,PlayStation 3
WWE '13,action sports fighting fighting individual wrestling combat wrestling,Xbox 360
Pro Evolution Soccer 2010,sports traditional team football soccer sim sim sim,PlayStation 3
Hotel Dusk: Room 215,adventure general general,DS
Cosmic Star Heroine,roleplaying japanesestyle,Switch
Archangel: Hellfire,simulation combat vehicle,PC
King's Quest Chapter 5: The Good Knight,adventure general,PlayStation 4
Prototype,action adventure scifi scifi openworld,Xbox 360
Project: Snowblind,action shooter firstperson scifi,PlayStation 2
The Thing,action adventure horror,PlayStation 2
DeathSpank: Thongs of Virtue,roleplaying action rpg action rpg,Xbox 360
Hatsune Miku: Project Diva X,action rhythm music,PlayStation 4
Bad Request,no genre,not specified
DeadCore,action shooter firstperson scifi arcade,PC
Conker: Live & Reloaded,action shooter thirdperson fantasy,Xbox
Castlevania: The Adventure ReBirth,action platformer platformer 2d 2d,Wii
The Walking Dead: Season Two Episode 5 - No Going Back,general action adventure general pointandclick,PC
MLB 2005,sports traditional baseball sim,PlayStation 2
Neverwinter Nights: Shadows of Undrentide,roleplaying pcstyle rpg pcstyle rpg westernstyle,PC
Knockout Kings 2003,sports traditional boxing,GameCube
Duke Nukem: Manhattan Project,action shooter shooter scrolling scrolling shootemup horizontal,PC
Konami Collector's Series: Arcade Advanced,miscellaneous compilation,GameBoyAdvance
Gradius Galaxies,action shooter scrolling,GameBoyAdvance
Tales of Destiny II,roleplaying consolestyle rpg,PlayStation
Metal Gear Solid: Snake Eater 3D,action adventure modern general modern,3DS
Overcooked!,action simulation arcade virtual career,PlayStation 4
Marvel: Ultimate Alliance,roleplaying action rpg action rpg,PlayStation 3
Grand Kingdom,strategy turnbased tactics,PlayStation 4
Bridge Constructor Portal,simulation virtual career,PlayStation 4
Wuppo,action platformer 2d,PC
Joe Danger 2: The Movie,action racing general general arcade other,PlayStation 3
Robocalypse,strategy realtime scifi scifi general,DS
For Honor,action adventure general,PlayStation 4
The Disney Afternoon Collection,miscellaneous compilation,PC
Closure,action platformer platformer 2d 2d,PC
Dead Rising 2,action adventure horror horror openworld,PC
TumbleSeed,action general,Switch
ONRUSH,racing arcade automobile,XboxOne
Bad Request,no genre,not specified
MotorStorm RC,driving racing simulation arcade rally  offroad rally  offroad automobile,PlayStationVita
AstroPop,miscellaneous puzzle puzzle general general,Xbox 360
Dragon Quest VI: Realms of Revelation,roleplaying consolestyle rpg consolestyle rpg japanesestyle,DS
Theatrhythm Final Fantasy,action miscellaneous rhythm music music,3DS
Teleglitch: Die More Edition,action shooter shooter thirdperson shootemup scifi scifi topdown,PC
Age of Empires: Mythologies,strategy turnbased general historic historic,DS
Donkey Kong Country,action platformer 2d,GameBoyAdvance
Zero Escape: Zero Time Dilemma,adventure visual novel,PC
LEGO Marvel Super Heroes,action adventure fantasy general fantasy,PC
League of Legends,roleplaying strategy action rpg realtime moba moba,PC
Rabbids Go Home,adventure general general,Wii
The Movies: Stunts & Effects,strategy tycoon management tycoon business  tycoon,PC
Deus Ex: Human Revolution - The Missing Link,action adventure scifi scifi general,PlayStation 3
Asphalt 4: Elite Racing,driving racing simulation gt  street gt  street automobile,DS
Shaun White Snowboarding: Road Trip,sports alternative individual snowboarding snowboarding ski  snowboard,Wii
Dynasty Warriors 4,action beatemup,PlayStation 2
Shox,driving racing rally  offroad,PlayStation 2
Super Ghouls 'n Ghosts,action platformer 2d,GameBoyAdvance
The Thing,action adventure horror,Xbox
Tropico: Paradise Island,strategy miscellaneous tycoon management compilation tycoon government business  tycoon,PC
NASCAR Heat 2002,driving racing stock car,Xbox
MechWarrior 4: Black Knight Expansion,simulation scifi vehicle mech combat,PC
Cool Boarders 2001,sports alternative snowboarding,PlayStation 2
Ridge Racer V,driving racing arcade,PlayStation 2
NFL Blitz 2001,sports traditional football arcade,Dreamcast
Apollo Justice: Ace Attorney,adventure general general visual novel,DS
Observer,adventure 3d firstperson,PC
Forgotton Anne,adventure general,PlayStation 4
Rune Factory: A Fantasy Harvest Moon,roleplaying consolestyle rpg consolestyle rpg japanesestyle,DS
The Tomb Raider Trilogy,miscellaneous compilation compilation,PlayStation 3
1001 Spikes,action platformer platformer 2d 2d,PlayStation 4
The Walking Dead: 400 Days,action miscellaneous adventure general compilation pointandclick,PlayStation 3
Disney Guilty Party,miscellaneous party party party  minigame,Wii
Skylanders Imaginators,action platformer 3d,XboxOne
Warp,action general general,PlayStation 3
Wild Arms 3,roleplaying consolestyle rpg,PlayStation 2
Tales of Xillia,roleplaying consolestyle rpg action rpg consolestyle rpg japanesestyle,PlayStation 3
Ken Follett's The Pillars of the Earth,adventure visual novel,PC
Shadow Warrior 2,action shooter firstperson arcade,XboxOne
Hatsune Miku: Project Diva F 2nd,action miscellaneous rhythm music,PlayStation 3
Karaoke Revolution Party,miscellaneous rhythm music,PlayStation 2
The Adventures of Cookie & Cream,miscellaneous puzzle puzzle general,PlayStation 2
Swords & Soldiers HD,strategy general,WiiU
Pro Evolution Soccer 2011,sports traditional team soccer sim sim,Wii
Tom Clancy's Rainbow Six: Vegas 2,action shooter shooter firstperson tactical modern modern,PC
"Blast Works: Build, Trade, Destroy",action shooter shooter scrolling scrolling shootemup horizontal,Wii
LEGO Star Wars: The Force Awakens,action adventure general,PlayStation 4
Fire Pro Wrestling World,sports individual combat wrestling,PlayStation 4
Musynx,action rhythm music,Switch
Runner3,action platformer 2d,PC
Dungeon of the Endless,strategy realtime general,XboxOne
Blaster Master Zero,action platformer 2d,Switch
Unravel,action platformer 2d,PlayStation 4
Sonic & Sega All-Stars Racing,driving racing arcade kart kart automobile,Wii
Blackwood Crossing,adventure general,XboxOne
Candleman,action platformer 3d,XboxOne
Fluidity: Spin Cycle,action platformer platformer 2d 2d,3DS
Super Street Fighter IV: Arcade Edition,action fighting fighting 3d 2d 2d 3d,Xbox 360
Arc the Lad Collection,miscellaneous compilation,PlayStation
Resident Evil: Revelations Collection,miscellaneous compilation,Switch
FIFA Soccer 2005,sports traditional soccer sim,GameCube
Tom Clancy's Splinter Cell Pandora Tomorrow,action adventure modern,GameCube
Hitman: Contracts,action shooter thirdperson modern,Xbox
Puzzle Pirates,miscellaneous puzzle puzzle general puzzle general,PC
The Lord of the Rings: The Return of the King,action beatemup beatemup 2d 3d,PC
Crimson Sea,action beatemup,Xbox
2002 FIFA World Cup,sports traditional soccer sim,GameCube
Knockout Kings 2002,sports traditional boxing,Xbox
Star Trek Starfleet Command: Orion Pirates,strategy realtime general tactics,PC
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,action adventure general pointandclick,XboxOne
Two Worlds II: Pirates of the Flying Fortress,roleplaying thirdperson thirdperson general action rpg,PC
Devil May Cry 4,action action adventure fantasy beatemup general fantasy linear,PC
Breath of Fire: Dragon Quarter,roleplaying consolestyle rpg,PlayStation 2
Soul Bubbles,action general general,DS
Praetorians,strategy realtime historic general historic,PC
Mario and Donkey Kong: Minis on the Move,puzzle action platformer platformer 3d 3d,3DS
Mary Skelter: Nightmares,roleplaying action rpg roguelike,PlayStationVita
Naruto: Rise of a Ninja,action action adventure general general openworld,Xbox 360
Sonic Rush Adventure,action platformer platformer 2d 2d,DS
Stealth Inc: A Clone in the Dark,action platformer platformer 2d 2d,PlayStationVita
Call of Duty Classic,action shooter shooter firstperson thirdperson historic tactical historic arcade,PlayStation 3
Bust-A-Move Live!,miscellaneous puzzle puzzle matching matching,Xbox 360
MLB 09: The Show,sports traditional team baseball sim sim,PSP
Bejeweled 3,miscellaneous puzzle puzzle matching matching,Xbox 360
Tiger Woods PGA Tour 07,sports traditional individual golf sim sim,PSP
Forma.8,action platformer 2d,PlayStation 4
Shin Megami Tensei: Persona,roleplaying consolestyle rpg consolestyle rpg japanesestyle,PSP
Toy Story 3,action general general,PlayStation 3
Call of Duty: Black Ops - First Strike,action shooter shooter firstperson modern historic arcade,Xbox 360
Silent Hill: Origins,action adventure horror horror survival,PSP
Sniper Elite 4,action shooter firstperson tactical,PC
EA Sports Active 2,sports miscellaneous general exercise  fitness,PlayStation 3
Final Fantasy XIV Online: A Realm Reborn,roleplaying massively multiplayer online massively multiplayer fantasy fantasy,PlayStation 3
Chime Super Deluxe,puzzle miscellaneous puzzle puzzle stacking stacking,PlayStation 3
DeathSpank: Thongs of Virtue,roleplaying action rpg action rpg,PlayStation 3
Lost Planet: Extreme Condition Colonies Edition,action shooter shooter thirdperson scifi scifi arcade,Xbox 360
Chaos on Deponia,adventure general general,PC
James Bond 007: NightFire,action shooter firstperson modern,Xbox
"That Dragon, Cancer",general adventure general,PC
Blade Strangers,action fighting 2d,Switch
Mothergunship,action general,PlayStation 4
Unravel Two,action platformer 2d,PC
Sairento VR,action shooter light gun,PC
Human Resource Machine,puzzle general,PC
Adventures of Pip,action platformer 2d,WiiU
LISA,action roleplaying general,PC
OlliOlli,sports alternative individual skateboarding skate  skateboard,PC
Strider,action adventure fantasy general fantasy,PC
Dead Space 3,action action adventure shooter shooter linear thirdperson scifi scifi,PC
Anno 1701: Dawn of Discovery,simulation general general,DS
Tomb Raider: Anniversary,action adventure modern modern linear,PSP
Metal Gear Solid: Digital Graphic Novel,miscellaneous general general,PSP
Condemned: Criminal Origins,action adventure horror horror survival,PC
Blitz: The League,sports traditional football arcade,Xbox
Capcom Classics Collection,miscellaneous compilation,PlayStation 2
Shin Megami Tensei: Digital Devil Saga,roleplaying consolestyle rpg,PlayStation 2
Culdcept,miscellaneous board games,PlayStation 2
MVP Baseball 2003,sports traditional team baseball sim sim,PC
Midtown Madness 2,driving racing missionbased arcade missionbased automobile,PC
Need for Speed: Porsche Unleashed,driving racing arcade,PlayStation
The Wonderful 101,action general general,WiiU
Kingdom Under Fire: Heroes,strategy realtime fantasy,Xbox
Fatal Frame III: The Tormented,action adventure horror,PlayStation 2
WWE SmackDown vs. Raw 2009,action sports fighting fighting individual wrestling combat wrestling,PlayStation 3
Mario Golf: World Tour,sports traditional individual golf arcade arcade,3DS
Street Fighter Anniversary Collection,miscellaneous compilation,PlayStation 2
New Play Control! Donkey Kong Jungle Beat,action platformer platformer 2d 2d,Wii
NHL 16,sports team ice hockey sim,PlayStation 4
Rock Band 4,action rhythm music,PlayStation 4
Karaoke Revolution Presents: American Idol,miscellaneous rhythm music,PlayStation 2
Crash Commando,action shooter shooter scrolling scrolling shootemup vertical,PlayStation 3
Dragon's Dogma: Dark Arisen,roleplaying action rpg,PlayStation 4
Mushroom 11,action platformer 2d,PC
Killzone: Mercenary,action shooter shooter firstperson scifi scifi arcade,PlayStationVita
Dragon's Dogma,action roleplaying general action rpg action rpg,PlayStation 3
The Persistence,adventure 3d firstperson,PlayStation 4
Tropico 4: Modern Times,strategy tycoon management tycoon government,PC
Don't Starve: Console Edition,action adventure fantasy general fantasy sandbox,PlayStation 4
NFL Blitz,sports traditional team football arcade arcade,Xbox 360
Call of Duty 2: Big Red One,action shooter firstperson historic,Xbox
Super Monkey Ball Deluxe,miscellaneous party,PlayStation 2
Mega Man ZX Advent,action platformer platformer 2d 2d,DS
Soul of Darkness,adventure general general,DS
Ken Follett's The Pillars of the Earth,adventure visual novel,XboxOne
Skullgirls,action fighting fighting 2d 2d,Xbox 360
NCAA March Madness 06,sports traditional basketball sim,PlayStation 2
Ultimate Spider-Man,action action adventure beatemup general platformer beatemup 2d,DS
Pit People,action general strategy turnbased tactics,PC
Super Cloudbuilt,action adventure general,PlayStation 4
Brandish: The Dark Revenant,roleplaying action rpg,PSP
Burnout,driving racing arcade,GameCube
Drakan: The Ancients' Gates,action adventure fantasy,PlayStation 2
Madden NFL 06,sports traditional team football sim sim,PC
Hearts of Iron: Platinum,strategy realtime historic general historic,PC
Armed and Dangerous,action shooter shooter thirdperson scifi scifi arcade,PC
Gladius,strategy turnbased fantasy,PlayStation 2
MLB Slugfest 20-04,sports traditional baseball arcade,PlayStation 2
Star Trek: Starfleet Command III,simulation scifi space large spaceship large spaceship civilian,PC
Splashdown,driving racing snow  water,Xbox
Star Wars: Jedi Starfighter,simulation scifi small spaceship,Xbox
NCAA College Football 2K2,sports traditional football sim,Dreamcast
FIFA 07 Soccer,sports traditional team soccer sim sim,PC
Hand of Fate,roleplaying miscellaneous general board  card game,PC
Mortal Kombat: Shaolin Monks,action beatemup,Xbox
Q.U.B.E. 2,action shooter firstperson arcade,XboxOne
Brass Tactics,strategy realtime tactics,PC
Heavy Rain & Beyond: Two Souls Collection,miscellaneous compilation,PlayStation 4
Call of Duty: Modern Warfare 3,action shooter shooter firstperson modern modern arcade,PC
NHL 06,sports traditional ice hockey sim,GameCube
RIGS: Mechanized Combat League,simulation vehicle combat,PlayStation 4
Star Wars: Republic Commando,action shooter shooter firstperson scifi scifi arcade,PC
Penumbra: Black Plague,action adventure horror horror survival,PC
World Soccer Winning Eleven 9,sports traditional team soccer sim sim,PSP
DiRT 4,racing simulation automobile,PC
Marvel's Guardians of the Galaxy: The Telltale Series,action adventure general 3d thirdperson,PC
Avernum 2: Crystal Souls,pcstyle rpg roleplaying westernstyle,PC
Watch Dogs,action adventure modern general modern openworld,XboxOne
Grand Theft Auto: Liberty City Stories,action adventure modern,PlayStation 2
Resident Evil: Revelations,action adventure survival,Switch
Elemental: Fallen Enchantress,strategy turnbased fantasy general,PC
Crimson Gem Saga,roleplaying consolestyle rpg consolestyle rpg japanesestyle,PSP
Heavy Rain,adventure 3d thirdperson,PlayStation 4
Electronic Super Joy,action rhythm platformer 2d music,WiiU
So Many Me,miscellaneous action puzzle puzzle action,PC
MotoGP '07,driving racing simulation motorcycle automobile street street,Xbox 360
Wings of Prey,simulation flight wwii wwii combat,PC
Cladun: This is an RPG,roleplaying action rpg general action rpg,PSP
NHL 2K7,sports traditional team ice hockey sim sim,Xbox 360
Pro Evolution Soccer 2012,sports traditional team football soccer sim sim sim,Xbox 360
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,strategy realtime fantasy general fantasy,PC
Tales of the Abyss,roleplaying consolestyle rpg,PlayStation 2
Baldur's Gate II: Enhanced Edition,pcstyle rpg roleplaying pcstyle rpg westernstyle,PC
State of Decay,action adventure horror horror survival,Xbox 360
Dynasty Tactics 2,strategy turnbased historic,PlayStation 2
Retro/Grade,action shooter rhythm shooter scrolling music scrolling,PlayStation 3
Sonic & All-Stars Racing Transformed,driving racing arcade kart other kart,WiiU
Under Night In-Birth Exe:Late[st],action fighting 2d,PlayStation 4
Fallout 4: Far Harbor,roleplaying westernstyle,XboxOne
Sonic Colors,action platformer platformer 3d 2d 3d,Wii
The Adventure Pals,action platformer 2d,Switch
NHL 06,sports traditional ice hockey sim,PlayStation 2
Far Cry Instincts Predator,action shooter shooter firstperson modern modern arcade,Xbox 360
LEGO City Undercover,action adventure openworld,Switch
Skylanders Trap Team,action platformer 3d,XboxOne
The Sims 2: Open for Business,simulation miscellaneous virtual life virtual virtual life,PC
Immortal Redneck,action shooter firstperson arcade,XboxOne
Disgaea 3: Absence of Detention,strategy turnbased fantasy fantasy tactics,PlayStationVita
AlphaBounce,action general general,DS
